0	1
1.22474	1
2.44949	1
3.67423	1
4.89898	1
6.12372	1
7.34847	1
8.57321	1
9.79796	1
11.0227	1
12.2474	1
13.4722	1
14.6969	1
15.9217	1
17.1464	1
18.3712	1
19.5959	1
20.8207	1
22.0454	1
23.2702	1
24.4949	1
25.7196	1
26.9444	1
28.1691	1
29.3939	1
30.6186	1
31.8434	1
33.0681	1
34.2929	1
35.5176	1
36.7423	1
37.9671	1
39.1918	1
40.4166	1
41.6413	1
42.8661	1
44.0908	1
45.3156	1
46.5403	1
47.765	1
48.9898	1
50.2145	1
51.4393	1
52.664	1
53.8888	1
55.1135	1
56.3383	1
57.563	1
58.7878	1
60.0125	1
61.2372	1
62.462	1
63.6867	1
64.9115	1
66.1362	1
67.361	1
68.5857	1
69.8105	1
71.0352	1
72.2599	1
73.4847	1
74.7094	1
75.9342	1
77.1589	1
78.3837	1
79.6084	1
80.8332	1
82.0579	1
83.2827	1
84.5074	1
85.7321	1
86.9569	1
88.1816	1
89.4064	1
90.6311	1
91.8559	1
93.0806	1
94.3054	1
95.5301	1
96.7548	1
97.9796	1
99.2043	1
100.429	1
101.654	1
102.879	1
104.103	1
105.328	1
106.553	1
107.778	1
109.002	1
110.227	1
111.452	1
112.677	1
113.901	1
115.126	1
116.351	1
117.576	1
118.8	1
120.025	1
121.25	1
122.474	1
123.699	1
124.924	1
126.149	1
127.373	1
128.598	1
129.823	1
131.048	1
132.272	1
133.497	1
134.722	1
135.947	1
137.171	1
138.396	1
139.621	1
140.846	1
142.07	1
143.295	1
144.52	1
145.745	1
146.969	1
148.194	1
149.419	1
150.644	1
151.868	1
153.093	1
154.318	1
155.543	1
156.767	1
157.992	1
159.217	1
160.442	1
161.666	1
162.891	1
164.116	1
165.341	1
166.565	1
167.79	1
169.015	1
170.24	1
171.464	1
172.689	1
173.914	1
175.139	1
176.363	1
177.588	1
178.813	1
180.037	1
181.262	1
182.487	1
183.712	1
184.936	1
186.161	1
187.386	1
188.611	1
189.835	0.99996
191.06	0.99996
192.285	0.99996
193.51	0.99996
194.734	0.99996
195.959	0.99996
197.184	0.99996
198.409	0.99996
199.633	0.99996
200.858	0.99996
202.083	0.99996
203.308	0.99996
204.532	0.99996
205.757	0.99996
206.982	0.99996
208.207	0.99996
209.431	0.99996
210.656	0.99996
211.881	0.99996
213.106	0.99996
214.33	0.99996
215.555	0.99996
216.78	0.999921
218.005	0.999921
219.229	0.999921
220.454	0.999921
221.679	0.999921
222.904	0.999921
224.128	0.999921
225.353	0.999921
226.578	0.999921
227.803	0.999881
229.027	0.999881
230.252	0.999881
231.477	0.999881
232.702	0.999881
233.926	0.999881
235.151	0.999881
236.376	0.999881
237.601	0.999881
238.825	0.999881
240.05	0.999881
241.275	0.999881
242.499	0.999881
243.724	0.999881
244.949	0.999881
246.174	0.999881
247.398	0.999881
248.623	0.999881
249.848	0.999842
251.073	0.999842
252.297	0.999842
253.522	0.999842
254.747	0.999842
255.972	0.999842
257.196	0.999842
258.421	0.999842
259.646	0.999842
260.871	0.999842
262.095	0.999842
263.32	0.999842
264.545	0.999842
265.77	0.999842
266.994	0.999842
268.219	0.999802
269.444	0.999802
270.669	0.999802
271.893	0.999802
273.118	0.999802
274.343	0.999802
275.568	0.999802
276.792	0.999802
278.017	0.999802
279.242	0.999802
280.467	0.999802
281.691	0.999802
282.916	0.999802
284.141	0.999802
285.366	0.999802
286.59	0.999802
287.815	0.999802
289.04	0.999802
290.265	0.999802
291.489	0.999802
292.714	0.999802
293.939	0.999763
295.164	0.999763
296.388	0.999763
297.613	0.999763
298.838	0.999763
300.062	0.999763
301.287	0.999763
302.512	0.999763
303.737	0.999763
304.961	0.999763
306.186	0.999763
307.411	0.999763
308.636	0.999763
309.86	0.999763
311.085	0.999763
312.31	0.999763
313.535	0.999763
314.759	0.999763
315.984	0.999763
317.209	0.999763
318.434	0.999763
319.658	0.999763
320.883	0.999763
322.108	0.999763
323.333	0.999763
324.557	0.999763
325.782	0.999763
327.007	0.999763
328.232	0.999763
329.456	0.999763
330.681	0.999763
331.906	0.999763
333.131	0.999763
334.355	0.999763
335.58	0.999763
336.805	0.999763
338.03	0.999763
339.254	0.999763
340.479	0.999763
341.704	0.999763
342.929	0.999763
344.153	0.999763
345.378	0.999723
346.603	0.999723
347.828	0.999684
349.052	0.999684
350.277	0.999684
351.502	0.999684
352.727	0.999684
353.951	0.999684
355.176	0.999684
356.401	0.999644
357.626	0.999644
358.85	0.999644
360.075	0.999644
361.3	0.999644
362.524	0.999644
363.749	0.999644
364.974	0.999644
366.199	0.999644
367.423	0.999644
368.648	0.999644
369.873	0.999644
371.098	0.999644
372.322	0.999644
373.547	0.999644
374.772	0.999644
375.997	0.999644
377.221	0.999644
378.446	0.999644
379.671	0.999644
380.896	0.999644
382.12	0.999644
383.345	0.999644
384.57	0.999644
385.795	0.999644
387.019	0.999605
388.244	0.999565
389.469	0.999565
390.694	0.999565
391.918	0.999565
393.143	0.999565
394.368	0.999565
395.593	0.999565
396.817	0.999565
398.042	0.999565
399.267	0.999565
400.492	0.999565
401.716	0.999565
402.941	0.999565
404.166	0.999526
405.391	0.999526
406.615	0.999526
407.84	0.999526
409.065	0.999486
410.29	0.999486
411.514	0.999486
412.739	0.999447
413.964	0.999407
415.189	0.999407
416.413	0.999407
417.638	0.999407
418.863	0.999407
420.087	0.999407
421.312	0.999368
422.537	0.999368
423.762	0.999368
424.986	0.999328
426.211	0.999328
427.436	0.999328
428.661	0.999289
429.885	0.999289
431.11	0.999289
432.335	0.999289
433.56	0.999289
434.784	0.999289
436.009	0.999289
