1	1.05175	1.09831	0.0544
2	1.55847	1.20748	0.0544
3	0.771367	0.348667	0.0136
4	0.726681	0.427544	0.0136
5	0.785835	0.323658	0.0136
6	0.695361	0.499233	0.0136
7	0.712682	0.530538	0.0136
8	0.72832	0.477075	0.0136
9	0.755717	0.424994	0.0136
10	0.714163	0.452788	0.0136
11	0.72209	0.504547	0.0136
12	0.814117	0.607014	0.0136
13	0.739933	0.526974	0.0136
14	0.767305	0.52701	0.0136
15	0.866273	0.594578	0.0136
16	0.839068	0.595522	0.0136
17	0.893473	0.593684	0.0136
18	0.824737	0.572244	0.0136
19	0.976963	0.635502	0.0136
20	0.901138	0.619782	0.0136
21	1.00636	0.654369	0.0136
22	0.928341	0.618863	0.0136
23	0.946039	0.642066	0.0136
24	1.12943	0.712196	0.0136
25	1.22958	1.20163	0.0136
26	1.03946	0.659146	0.0136
27	1.07834	0.693651	0.0136
28	1.13489	0.774691	0.0136
29	1.29798	1.65879	0.0136
30	0.852802	0.251301	0.0136
31	0.799326	0.299648	0.0136
32	0.742004	0.401504	0.0136
33	0.798659	0.347704	0.0136
34	0.77319	0.588295	0.0136
35	0.799961	0.583472	0.0136
36	0.769511	0.398435	0.0136
37	0.782915	0.424724	0.0136
38	0.74139	0.450429	0.0136
39	0.755624	0.474444	0.0136
40	0.749069	0.500847	0.0136
41	0.794499	0.525653	0.0136
42	0.781841	0.550222	0.0136
43	0.85193	0.571467	0.0136
44	0.920735	0.592748	0.0136
45	0.955444	0.616542	0.0136
46	1.00155	0.623644	0.0136
47	1.02605	0.635481	0.0136
48	1.07168	0.644207	0.0136
49	1.06425	0.670382	0.0136
50	1.10329	0.70457	0.0136
51	1.1561	0.717589	0.0136
52	1.15621	0.824904	0.0136
53	1.33004	1.71307	0.0136
54	1.28008	1.70254	0.0136
55	1.3431	1.7585	0.0136
56	1.29006	1.76996	0.0136
57	0.893711	0.222522	0.0136
58	0.839862	0.275327	0.0136
59	0.826642	0.299121	0.0136
60	0.813078	0.323117	0.0136
61	0.825853	0.347134	0.0136
62	0.784265	0.37382	0.0136
63	0.797086	0.39881	0.0136
64	0.810104	0.423576	0.0136
65	0.768559	0.449156	0.0136
66	0.782892	0.473921	0.0136
67	0.77627	0.501086	0.0136
68	0.821711	0.524494	0.0136
69	0.809009	0.548782	0.0136
70	0.879116	0.570579	0.0136
71	0.950732	0.589753	0.0136
72	0.980496	0.60594	0.0136
73	1.03074	0.608406	0.0136
74	1.05168	0.625774	0.0136
75	1.09651	0.633082	0.0136
76	1.09126	0.6631	0.0136
77	1.13953	0.686543	0.0136
78	1.11074	0.731956	0.0136
79	1.15813	0.789427	0.0136
80	1.24928	1.53647	0.0136
81	1.31353	1.69145	0.0136
82	1.3031	1.71711	0.0136
83	1.28313	1.82415	0.0136
84	0.879725	0.246057	0.0136
85	0.867103	0.274446	0.0136
86	0.853943	0.298623	0.0136
87	0.840276	0.32267	0.0136
88	0.853051	0.346688	0.0136
89	0.811423	0.371751	0.0136
90	0.82435	0.39793	0.0136
91	0.837297	0.422765	0.0136
92	0.795758	0.448867	0.0136
93	0.810079	0.472751	0.0136
94	0.803458	0.499805	0.0136
95	0.848911	0.52353	0.0136
96	0.836198	0.547577	0.0136
97	0.90631	0.569686	0.0136
98	0.985423	0.579188	0.0136
99	1.00613	0.59683	0.0136
100	1.05558	0.597281	0.0136
101	1.07652	0.614635	0.0136
102	1.11609	0.651968	0.0136
103	1.1133	0.67903	0.0136
104	1.16616	0.69228	0.0136
105	1.14025	0.739729	0.0136
106	1.25918	1.15154	0.0136
107	1.28841	1.63208	0.0136
108	1.34058	1.68799	0.0136
109	1.29647	1.74352	0.0136
110	1.25535	1.79674	0.0136
111	0.965001	0.199852	0.0136
112	0.908036	0.245645	0.0136
113	0.881155	0.297742	0.0136
114	0.867474	0.322236	0.0136
115	0.880258	0.346268	0.0136
116	0.838628	0.371151	0.0136
