1	0.0451188	0.575568	0.0544	0.00638582	-0.0208692	0
2	0.918536	0.3829452	0.0544	-0.00584915	0.021024	0
3	0.75356	0.572232	0.0136	-0.025471	0.00818222	1
4	0.74892	0.582076	0.0136	-0.0153915	0.0121404	1
5	0.738928	0.577576	0.0136	-0.014102	0.0118693	1
6	0.743652	0.567736	0.0136	-0.0249401	0.00278762	1
7	0.747552	0.593352	0.0136	-0.00102265	0.0184624	1
8	0.784568	0.581768	0.0136	-0.0268403	0.0130466	1
9	0.813004	0.577768	0.0136	-0.0285068	0.0140618	1
10	0.790584	0.593836	0.0136	-0.0194591	0.0169169	1
11	0.779932	0.591612	0.0136	-0.0192765	0.0138045	1
12	0.778744	0.620668	0.0136	-0.0152925	0.0161058	1
13	0.791644	0.661848	0.0136	-0.00785239	0.0165732	1
14	0.1568456	0.313044	0.0136	0.0121809	0.0146923	1
15	0.1036048	0.3647912	0.0136	0.0287857	-0.0225176	1
16	0.1302764	0.3705356	0.0136	0.0231476	-0.0153995	1
17	0.1059768	0.3754092	0.0136	0.0264455	-0.0208485	1
18	0.961824	0.475652	0.0136	-0.00807169	0.00532251	1
19	0.92806	0.499112	0.0136	-0.026509	0.0177013	1
20	0.0961284	0.411296	0.0136	0.0234483	-0.0221913	1
21	0.868404	0.520992	0.0136	-0.0439865	0.023338	1
22	0.855048	0.537548	0.0136	-0.0299896	0.0177503	1
23	0.1326344	0.3921712	0.0136	0.025268	-0.0160561	1
24	0.180332	0.331338	0.0136	0.0142565	-0.0136617	1
25	0.1144684	0.3949156	0.0136	0.0271823	-0.0191092	1
26	0.0774172	0.428336	0.0136	0.0405211	-0.0249912	1
27	0.844696	0.556196	0.0136	-0.0299662	0.0216626	1
28	0.827196	0.561276	0.0136	-0.0241946	0.0154601	1
29	0.780976	0.5715	0.0136	-0.0258183	0.00848677	1
30	0.759436	0.584876	0.0136	-0.0177443	0.0110712	1
31	0.77388	0.579744	0.0136	-0.0259362	0.010013	1
32	0.85528	0.558716	0.0136	-0.0238407	0.0196672	1
33	0.830508	0.572692	0.0136	-0.0274271	0.0175787	1
34	0.809992	0.615556	0.0136	-0.00628155	0.0184283	1
35	0.8031	0.62398	0.0136	-0.00893528	0.0157658	1
36	0.802496	0.640584	0.0136	-0.0140715	0.0118598	1
37	0.1584284	0.3722364	0.0136	0.0228838	-0.0201823	1
38	0.1713328	0.3374532	0.0136	0.0135035	-0.0192414	1
39	0.1402368	0.3749268	0.0136	0.0252022	-0.0160491	1
40	0.1314572	0.3813512	0.0136	0.0252874	-0.0152241	1
41	0.1124152	0.3841792	0.0136	0.0297624	-0.021243	1
42	0.1414112	0.3857428	0.0136	0.0266535	-0.0170874	1
43	0.1046856	0.399676	0.0136	0.0247937	-0.018676	1
44	0.03054872	0.443636	0.0136	0.0275899	-0.0186231	1
45	0.1925384	0.3360428	0.0136	0.0237268	-0.018682	1
46	0.164608	0.3288092	0.0136	-0.013229	-0.0130823	1
47	0.1226808	0.3877804	0.0136	0.0247492	-0.0177163	1
48	0.1425192	0.3967148	0.0136	0.02419	-0.0151761	1
49	0.891436	0.521452	0.0136	-0.0412366	0.0204874	1
50	0.868248	0.5413	0.0136	-0.034855	0.0142359	1
51	0.837604	0.564444	0.0136	-0.0274626	0.0167946	1
52	0.764072	0.575032	0.0136	-0.02465	0.00712927	1
53	0.791664	0.573524	0.0136	-0.030194	0.0112652	1
54	0.93874	0.519896	0.0136	-0.027397	0.0185686	1
55	0.86234	0.550436	0.0136	-0.0262936	0.0223855	1
56	0.79522	0.583992	0.0136	-0.0286315	0.0125594	1
57	0.789468	0.622884	0.0136	-0.0202448	0.0193287	1
58	0.831224	0.615644	0.0136	0.00507175	-0.0180253	1
59	0.1484812	0.3678284	0.0136	0.0217679	-0.0205528	1
60	0.1542928	0.3509536	0.0136	0.0134443	-0.0185647	1
61	0.1336472	0.3501148	0.0136	-0.00392052	0.0174865	1
62	0.150288	0.3794536	0.0136	0.0259154	-0.017398	1
63	0.1572712	0.361418	0.0136	0.0228752	-0.0211221	1
