1	2.14	1.64852	0.0544
2	1.55403	1.78182	0.0544
3	2.27298	2.23032	0.0136
4	2.31585	2.18921	0.0136
5	2.12962	2.14883	0.0136
6	1.9321	2.15122	0.0136
7	1.90209	2.13698	0.0136
8	1.89563	2.18976	0.0136
9	1.94728	2.17379	0.0136
10	2.23461	2.2579	0.0136
11	2.18738	2.19125	0.0136
12	2.32383	2.26872	0.0136
13	2.26526	2.18218	0.0136
14	2.32866	2.29554	0.0136
15	2.35066	2.1933	0.0136
16	2.257	2.15554	0.0136
17	2.37601	2.18279	0.0136
18	1.78084	2.19194	0.0136
19	2.3472	2.24733	0.0136
-990688	2.33956	0.285359	0.0136
21	2.05762	2.26406	0.0136
-1.74156e+06	0.932218	1.26829	0.0136
23	2.07014	2.11493	0.0136
24	1.78781	2.14877	0.0136
25	1.91341	2.21034	0.0136
26	2.29187	2.17636	0.0136
-2.43646e+06	1.48666	2.48073	0.0136
28	2.16464	2.24099	0.0136
29	2.33578	2.17052	0.0136
30	2.24591	2.23304	0.0136
31	2.29955	2.22447	0.0136
32	1.76306	2.21368	0.0136
33	1.53992	2.22294	0.0136
34	1.85253	2.18184	0.0136
35	2.22352	2.33215	0.0136
36	2.20674	2.35357	0.0136
37	2.08927	2.30839	0.0136
38	2.18026	2.26326	0.0136
39	2.06361	2.1741	0.0136
40	1.9734	2.16622	0.0136
41	1.98651	2.21147	0.0136
42	1.83867	2.13046	0.0136
43	2.01161	2.1652	0.0136
44	2.27435	2.38316	0.0136
45	2.23884	2.30503	0.0136
46	2.2231	2.28284	0.0136
47	2.25019	2.2802	0.0136
48	1.76835	2.16777	0.0136
49	1.80761	2.19913	0.0136
50	2.0055	2.25442	0.0136
51	2.21883	2.23574	0.0136
52	2.30495	2.33495	0.0136
53	2.33491	2.14324	0.0136
54	2.32502	2.21483	0.0136
55	2.11048	2.24622	0.0136
56	2.03642	2.17636	0.0136
57	1.87116	2.20165	0.0136
58	1.87701	2.16993	0.0136
59	1.85106	2.15468	0.0136
60	1.8648	2.11777	0.0136
61	1.70073	2.22504	0.0136
62	1.74126	2.17026	0.0136
63	1.7392	2.2006	0.0136
64	1.81452	2.14297	0.0136
65	1.96158	2.22233	0.0136
66	1.98345	2.2385	0.0136
67	2.303	2.28649	0.0136
68	2.07904	2.3336	0.0136
69	2.19174	2.23837	0.0136
70	2.26247	2.35855	0.0136
-3.07572e+06	2.07299	1.06616	0.0136
72	1.92234	2.18465	0.0136
73	2.01783	2.19622	0.0136
74	2.03464	2.21965	0.0136
75	1.9669	2.19263	0.0136
76	2.00857	2.22739	0.0136
77	1.81352	2.11452	0.0136
78	1.87551	2.14277	0.0136
79	1.94196	2.20349	0.0136
80	2.06156	2.22413	0.0136
81	2.17192	2.16876	0.0136
82	1.90562	2.2364	0.0136
83	2.36589	2.13312	0.0136
84	2.16896	2.28826	0.0136
85	2.2075	2.26054	0.0136
86	2.29165	2.31122	0.0136
87	2.26592	2.3024	0.0136
88	1.98128	2.29053	0.0136
89	2.07805	2.24577	0.0136
90	1.99302	2.18506	0.0136
91	2.13317	2.19655	0.0136
92	2.14799	2.07473	0.0136
93	2.16811	2.05638	0.0136
94	2.19876	2.11623	0.0136
95	2.10609	2.19923	0.0136
96	2.18301	2.13843	0.0136
97	2.22309	2.15327	0.0136
98	2.19901	2.16601	0.0136
99	2.35163	2.22049	0.0136
100	2.25717	2.20819	0.0136
101	2.36105	2.15998	0.0136
102	1.69532	1.96188	0.0136
103	2.07375	2.28605	0.0136
