1	2.25576	1.94874	0.0544
2	0.171179	0.464195	0.0544
3	1.55969	1.88631	0.0136
4	1.54524	1.98328	0.0136
5	1.5791	1.84354	0.0136
6	1.55152	2.06463	0.0136
7	2.00605	2.44634	0.0136
8	1.56937	2.10235	0.0136
9	1.57002	1.99467	0.0136
10	1.55036	2.03744	0.0136
11	1.61883	2.12508	0.0136
12	1.92896	2.39785	0.0136
13	1.69309	2.15911	0.0136
14	1.69519	2.18626	0.0136
15	1.90225	2.38728	0.0136
16	1.79302	2.18912	0.0136
17	1.78995	2.21615	0.0136
18	0.643966	0.0545989	0.0136
19	1.7951	2.12399	0.0136
20	1.87454	2.37054	0.0136
21	1.8157	2.22504	0.0136
22	1.77285	2.13978	0.0136
23	1.81497	2.26755	0.0136
24	1.90808	2.31355	0.0136
25	0.923459	1.48175	0.0136
26	1.81596	2.1745	0.0136
27	1.85085	2.35717	0.0136
28	2.03445	2.4501	0.0136
29	1.90716	1.62548	0.0136
30	1.64011	1.74221	0.0136
31	1.59844	1.80078	0.0136
32	1.54265	1.95619	0.0136
33	1.58191	1.87061	0.0136
34	0.770324	0.163488	0.0136
35	0.797276	0.159828	0.0136
36	1.56488	1.94049	0.0136
37	1.56746	1.96759	0.0136
38	1.5478	2.01036	0.0136
39	1.57512	2.04885	0.0136
40	1.59409	2.11373	0.0136
41	1.59632	2.14084	0.0136
42	1.79224	2.24328	0.0136
43	1.8754	2.39776	0.0136
44	1.81747	2.29464	0.0136
45	1.79489	2.15586	0.0136
46	1.79016	2.06969	0.0136
47	1.79267	2.0968	0.0136
48	1.81705	2.14007	0.0136
49	1.84323	2.30337	0.0136
50	1.84853	2.33005	0.0136
51	1.98647	2.42039	0.0136
52	0.904149	0.26827	0.0136
53	1.98466	1.55874	0.0136
54	1.9963	1.45263	0.0136
55	1.97037	1.61679	0.0136
56	1.83678	1.60555	0.0136
57	1.68166	1.6835	0.0136
58	1.61791	1.75797	0.0136
59	1.62351	1.8121	0.0136
60	1.60131	1.82783	0.0136
61	1.60411	1.85489	0.0136
62	1.56229	1.9134	0.0136
63	1.58708	1.92478	0.0136
64	1.58965	1.95186	0.0136
65	1.57258	2.02175	0.0136
66	1.59731	2.03311	0.0136
67	1.57623	2.07603	0.0136
68	1.65039	2.11008	0.0136
69	1.71804	2.17052	0.0136
70	1.74407	2.18233	0.0136
71	1.77041	2.11259	0.0136
72	1.76792	2.08548	0.0136
73	1.78752	2.04261	0.0136
74	1.81843	2.05494	0.0136
75	1.84191	2.23599	0.0136
76	1.8423	2.26892	0.0136
77	1.89151	2.21449	0.0136
78	1.8996	2.35995	0.0136
79	2.12966	0.00823519	0.0136
80	1.95378	1.51307	0.0136
81	1.93344	1.65268	0.0136
82	1.86984	1.66747	0.0136
83	1.84499	1.57954	0.0136
84	1.66229	1.7264	0.0136
85	1.64282	1.76931	0.0136
86	1.62064	1.78506	0.0136
87	1.6263	1.83916	0.0136
88	1.6067	1.88197	0.0136
89	1.5845	1.89769	0.0136
90	1.61185	1.93613	0.0136
91	1.61441	1.96321	0.0136
92	1.59221	1.97894	0.0136
93	1.59477	2.00602	0.0136
94	1.60094	2.08739	0.0136
95	1.62566	2.09874	0.0136
96	1.82506	2.34851	0.0136
97	1.77196	2.17049	0.0136
98	1.74061	2.04701	0.0136
